""TranscriptID" "ctrl1_sorted" "ctrl2_sorted" "ctrl3_sorted" "de1_sorted" "de2_sorted" "de3_sorted"
"ENST00000233892.8" 9 9.5 0 10.5 0 9.5
"ENST00000233893.10" 338.51197 340.76636 263.06733 140.74727 169.78439 106.76765
"ENST00000233957.7" 1 0 1 1 7 1
"ENST00000234038.11" 60.55965 25.70471 75.69514 65.29124 89.58157 176.94663
"ENST00000234040.9" 1 0 1.62947 4.96884 0 1.85562
"ENST00000234091.8" 57.92399 62.59194 98.90139 128.58472 94.24327 85.40472
"ENST00000234111.9" 24.28571 36 11 19.63636 26.6 18
"ENST00000234115.10" 16.09139 10.84727 12 16.75633 25.45455 3.5
"ENST00000234142.9" 3 5 1 1 2 1
"ENST00000234160.5" 42 33.3 39 37 42 29
"ENST00000234170.10" 25 48 9 37 21 37
"ENST00000234179.8" 11 7 5 7.5 8.5 1
"ENST00000234256.4" 6.53683 23.61077 1.9712 0 0 0
"ENST00000234296.7" 8 2 2 9 10 13
"ENST00000234301.3" 143.31994 96.66146 106.85682 42.27652 33.99901 65.94474
"ENST00000234310.8" 19 18 32 24 16 14
"ENST00000234313.8" 4 9 1 1 1 6
"ENST00000234392.3" 0 0 4 2 1 0
"ENST00000234420.11" 11.37517 0 12.11275 3.61692 22.13327 2.25108
"ENST00000234453.10" 9 13 1 16 8 6
"ENST00000234454.6" 28 17 19 9 21 14
"ENST00000234590.10" 310.6295 720.37074 370.48452 650.97402 741.86799 635.36977
"ENST00000234626.11" 6 0.5 0 1 0 3
"ENST00000234677.7" 63.13846 48.85714 38.53061 7.29167 10.28571 2.40134
"ENST00000234739.8" 2 1 14 0 2.5 5
"ENST00000234816.7" 5 4 10 7 5 19
"ENST00000234827.6" 5 7 0 8 4 3
"ENST00000234831.10" 268.56936 139.90901 189.63617 282.45158 189.69392 276.51012
"ENST00000234875.9" 969.82505 1875.93451 1478.89736 1035.64285 1185.86381 1418
"ENST00000234961.7" 4 2 1 0 5 0
"ENST00000235090.10" 14 32 41 59 20 15
"ENST00000235150.5" 0 0 4.48767 0 0.33333 1.7404
"ENST00000235180.4" 0 5 4 1.1158 2 0
"ENST00000235307.7" 44 17 34 32.82759 28 15
"ENST00000235310.7" 3.72041 16.51377 8.90738 9.89874 6.81106 18.04908
"ENST00000235329.10" 21.76596 4.99619 0 3.89815 4.07675 0
"ENST00000235332.6" 23 44.86364 27 9.15032 14.93333 18.88889
"ENST00000235345.6" 20 24 22 13 5 1
"ENST00000235372.11" 11.72954 2.89677 5.08458 1.73714 3.45103 6
"ENST00000235382.7" 75 29 51 36 19 19
"ENST00000235521.5" 2 0 0 6 0 5
"ENST00000235532.9" 1.83333 6.66667 0 4.64549 9.34773 1.5
"ENST00000235628.2" 12 25 9 12 10 11
"ENST00000235835.8" 21 36 22 22 19 22
"ENST00000235932.8" 0 0 4 0 0 0
"ENST00000236040.8" 1.56814 4.72066 1.8903 4.96263 5.84142 8.16436
"ENST00000236051.3" 103.18655 53.39618 59 41 106.89031 15.69583
"ENST00000236067.8" 9.44047 0 10.69793 0 0 0
"ENST00000236137.10" 4.1813 6.94604 14.63827 5 13.21269 5
"ENST00000236192.12" 22 11 26 11 13 54
"ENST00000236273.9" 65 83 146.66392 108 159.6812 82.46997
"ENST00000236342.12" 98.51171 60.66968 72.92528 53.55318 51.73158 13.14956
"ENST00000236671.7" 162.04823 228.03042 147.90308 67.36735 26.58637 18.60239
"ENST00000236693.11" 7.0688 1.43184 0 0 0 5
"ENST00000236698.9" 0 0 0 0 0 0
"ENST00000236850.5" 97.76254 83.64714 76.10242 15.66805 34.49601 40.3778
"ENST00000236877.11" 12 5 12 8 10 13
"ENST00000236925.8" 8 0 13.33333 10 3 8
"ENST00000236937.13" 0 0 1 1.4 1.25 0
"ENST00000236957.9" 0 0 0 3.18148 0 0
"ENST00000236959.14" 24.06225 17.7463 3.9418 19.56056 7.86747 21.50214
"ENST00000236980.10" 0 1.31034 0 0 1.1 0
"ENST00000237014.8" 504.17659 559.0142 668.91389 683.46694 440.71916 679.51379
"ENST00000237163.9" 0 5.2 0 0 0 0
"ENST00000237172.12" 11.36058 7.09579 2.96201 5.30348 2.71555 6.72822
"ENST00000237177.10" 20 15 43 28 25 16
"ENST00000237264.9" 63 14.36842 12 32 12.85714 23.85185
"ENST00000237281.5" 11 0 2 2 5 3
"ENST00000237283.9" 1 6 4 3.5 7 6
"ENST00000237305.12" 35.98464 24.10944 12.45214 61.69638 36.05511 50.77532
"ENST00000237316.3" 0 0 1 0 0 0
"ENST00000237380.12" 28.65099 39.78814 50 52.79378 67.91767 75.98042
"ENST00000237455.5" 6 13.08589 5.99727 3 10.99339 10.67241
"ENST00000237500.10" 325.5 442.92541 394.75065 495.95148 575.93571 529.46705
"ENST00000237530.11" 176.48115 182.66369 330.44192 282.75658 466.57318 690.99735
"ENST00000237536.9" 145 101.78824 189 163 143 139
"ENST00000237596.7" 5 1 7 2 18 11
"ENST00000237612.8" 0 3.5 1.5 7 1 0
"ENST00000237623.11" 0 1.71393 0 5.16022 3.26969 0
"ENST00000237642.7" 28 42 25 18 22 16
"ENST00000237654.9" 122.97521 125 131.97692 172 144.92647 105
"ENST00000237696.10" 13 22.82022 7 6 3 7
"ENST00000237822.8" 3 4.49517 2 0.66667 0.66667 0
"ENST00000237853.9" 25 52 19 50 100 30
"ENST00000237858.11" 215.3376 61.93977 80.57239 213.72139 201.80645 208.10058
"ENST00000237889.9" 395.4655 600.69888 334.07958 489.88278 222.73454 296.90611
"ENST00000237937.7" 0 0 13.63078 57 16.15464 33.04865
"ENST00000238044.8" 6 12 14 6 14 13
"ENST00000238081.8" 32.58845 29.68361 20.52661 83.238 23.54415 36.747
"ENST00000238112.8" 5 5 13 12 11 14
"ENST00000238138.2" 0 8 2 5 0 9
"ENST00000238146.9" 12.79125 0 4 14.74861 11.76051 28.59282
"ENST00000238156.8" 6.66709 1.85327 9.56515 6 4.76102 21.16309
"ENST00000238256.8" 18.97305 8.9012 8.6769 17.6369 28.5987 25.80526
"ENST00000238379.9" 2.29501 0 2 3.59275 0 0.09756
"ENST00000238477.5" 3 5 10.83333 14.66667 10.625 6.8
"ENST00000238497.10" 18 45.77517 13 8.54517 21 31.38074
"ENST00000238561.10" 0 1 0 4 3 2
"ENST00000238609.4" 87.44226 146.78694 124.52967 72.49554 63.15936 81.07114
"ENST00000238616.10" 16.45594 23.38048 42.21106 25.17164 37.99751 10.04938
"ENST00000238618.8" 34.8097 45.11406 33.31183 25.17547 49.71546 43.65356
"ENST00000238633.6" 29.49087 12.39623 23.47344 13.5814 14.4078 16.8125
"ENST00000238647.5" 50 21 22 28 28 22
"ENST00000238651.10" 10.06187 20.50347 20.63805 1.68501 7.47533 13.9502
"ENST00000238667.9" 2 7 1 11 6 4
"ENST00000238682.8" 7 19 11.52383 35.15148 38.00032 20.66933
"ENST00000238688.9" 199.57384 207.99437 137.11734 226.88803 221.08137 167.73785
"ENST00000238714.8" 1 5 0 5 2 8
"ENST00000238721.9" 9.66588 22.47241 9.92686 24.95038 19.94274 8.26802
"ENST00000238738.9" 68 48 72 72 63 36
"ENST00000238788.14" 18.81818 17.88889 15 7 0 13.33333
"ENST00000238789.10" 7 0 0 4 0.5 0.5
"ENST00000238823.13" 6.2579 10.51411 5.60851 5.0728 0 8.917
"ENST00000238831.9" 152 86 93 38 118 70
"ENST00000238856.8" 3.69339 0 8.01794 5.24492 6.79337 2.81709
"ENST00000238875.10" 7 3 0 2 13 5
"ENST00000238892.4" 74 75 42 84 37 36
"ENST00000238936.8" 1 6 3 4 7 0
"ENST00000238961.9" 26 6 13 7 12 9
"ENST00000238994.6" 16 3 27 15 26 20
"ENST00000239007.11" 0 0 0 2.10745 1.7282 0
"ENST00000239151.6" 1 1 0 2 1 1
"ENST00000239165.9" 1 8 4 4 1 5
"ENST00000239223.4" 30 53 37 27 22 41
"ENST00000239231.7" 16 24 13 16 16 21
"ENST00000239243.7" 5 9 0 1 3 0
"ENST00000239367.7" 0 5.71429 0.5 1 2 0
"ENST00000239374.8" 0 0 5 1 0 1
"ENST00000239440.9" 4 2 0 5 2 0.5
"ENST00000239446.6" 0 1 0 0 0 1
"ENST00000239449.7" 0 0 0 0 1 0
"ENST00000239461.11" 59.90164 46.5713 31.73333 43.96722 50.59626 46.7183
"ENST00000239666.9" 48.04059 27.41962 32.69546 82.76798 48.77969 51.51741
"ENST00000239690.9" 7.71429 2 3 4 0 3
"ENST00000239830.9" 7 2.5 0 0 0.5 2.5
"ENST00000239852.10" 0 1 1.11238 0 1 1
"ENST00000239878.9" 55 93.95604 74 59 55 99.91837
"ENST00000239882.7" 0 13 8.55784 1 1.5 4
"ENST00000239891.4" 53.85417 39.9 27 56.81481 31.73077 22.58824
"ENST00000239906.10" 5 4 15 12 10 8
"ENST00000239926.9" 36 50 73 51 39 36
"ENST00000239938.5" 592 503 429 287 316 414
"ENST00000239940.12" 77.97014 46.04367 106.79094 176.06006 42.29868 151.16787
"ENST00000239944.7" 24.80931 25.59035 24.84889 52.42292 27.15783 17.46537
"ENST00000240050.9" 4.21025 1.57407 0 4.31407 5.53958 1.50832
"ENST00000240055.8" 7.66667 5.5 27 20 30 23
"ENST00000240079.11" 2.89336 6.93388 8.38788 36.03848 16.71994 5.27655
"ENST00000240093.8" 0.5 6.5 7 0 1.5 3.5
"ENST00000240100.7" 20 9 18 6 5 20
"ENST00000240123.12" 18.10199 25.94749 23.15502 56.41823 23.12751 43.17449
"ENST00000240139.10" 11 7 7.33333 21 9.6 10
"ENST00000240185.8" 54.50826 42.96497 59.97753 48.83085 40.93189 47.93655
"ENST00000240285.10" 11 15 4 3 4 17
"ENST00000240304.5" 31.90482 27.08961 20.95139 58.91853 56.54351 33.45891
"ENST00000240316.5" 15 13 16 16 8 21
"ENST00000240328.4" 3 0 2.25 4 0.5 4
"ENST00000240333.12" 41.96184 27.96067 30.45471 42.94611 0 13.45011
"ENST00000240364.7" 3 0 1 2 1 0
"ENST00000240423.9" 4 12 0 2 5 2
"ENST00000240488.8" 3 5 3 2 3 11
"ENST00000240499.8" 12 11 10 6 14 12
"ENST00000240587.5" 21 2 1 5 2 3
"ENST00000240617.10" 19 13 14 18 19 12
"ENST00000240651.14" 10.66667 8.5 7 21 20 28
"ENST00000240662.3" 3 16 7 9 15 7
"ENST00000240727.10" 25.86019 20.62082 19.74987 17.4117 13.50949 39.0715
"ENST00000240731.5" 3 3 2 0 0.5 0
"ENST00000240922.8" 35 44 17 34 27 58
"ENST00000241014.6" 2.42857 3 4.66667 9 0 0
"ENST00000241051.8" 1 4 1 2 8 1
"ENST00000241052.5" 42 71 23 54 64 57
"ENST00000241069.11" 3.5 3 0 3.66667 2.5 1
"ENST00000241124.11" 1 1 5 8 1 1
"ENST00000241125.4" 0 0 0 0 0 0
"ENST00000241261.7" 3 15 12 7 12 9
"ENST00000241274.3" 0.5 0.5 0 0.5 0 0.5
"ENST00000241305.4" 2 5 3 4 7 9
"ENST00000241337.9" 38 49 26 22 78 22
"ENST00000241356.5" 0 0 2 0 6 2
"ENST00000241393.4" 1.46122 14 2.16381 4.5 0 0
"ENST00000241416.12" 18 14 0.5 3.5 7 8
"ENST00000241436.9" 1 21 13 26 6 9
"ENST00000241453.12" 3 2 0 0 3 6
"ENST00000241463.5" 1 1 14 15 3 4
"ENST00000241502.9" 43 21.78947 24 17 28 18
"ENST00000241527.10" 5.90225 10.28948 13.37273 3.61621 5.5 7.24544
"ENST00000241600.10" 3.11266 13.46046 0 3.01716 0 0
"ENST00000241704.8" 0 16.42707 29.76366 7.30503 6.85536 0
"ENST00000242057.9" 23.33333 10.5 0 7.33333 6.5 20
"ENST00000242059.10" 68 38.5 24.33333 0 22 0
"ENST00000242067.11" 2.5 1 1 1.5 1 0
"ENST00000242108.9" 18 10 3 3 0 11
"ENST00000242140.10" 56 39.77875 24.40395 29.83802 47.81103 27
"ENST00000242152.7" 16 20 12 10 22 18
"ENST00000242159.5" 3 13 1 0 0 1
"ENST00000242208.5" 16 37 41.89675 5.74074 5.70127 4.66667
"ENST00000242209.9" 55.83964 43.46667 69.52174 20.29658 43.41838 63.51876
"ENST00000242248.10" 9.6 6 1.5 1 3.33333 0
"ENST00000242249.8" 26 18 37 11 11 15
"ENST00000242257.14" 5 4 4 30 10 17
"ENST00000242261.6" 69 43 30 34 21 18
"ENST00000242275.7" 0 0 0.5 3 1.8 0
"ENST00000242285.11" 70.15179 82.9825 165.59644 141.06062 294.94866 277.41872
"ENST00000242315.4" 12 2 10 1 4 5
"ENST00000242323.8" 0 4.5 0 3.5 0 0
"ENST00000242351.10" 8.85617 13.95824 13.23589 6.34393 9.9795 11
"ENST00000242375.8" 4 6 3 5 4 4
"ENST00000242465.4" 116 104 67 70 61 139
"ENST00000242480.4" 1 0 0 0 2 1
"ENST00000242505.11" 1 4 4 13.71429 2 3
"ENST00000242576.7" 0 0 2 0 0 2.54552
"ENST00000242577.11" 26.93355 11.5767 16.24585 224.194 141.51688 133.30502
"ENST00000242591.10" 2.5 0 2 1.5 6 1.99781
"ENST00000242592.9" 16 7 17 24 14 10
"ENST00000242607.13" 0 3 4 3 8 13
"ENST00000242719.4" 22 45 29 40 28 39
"ENST00000242728.5" 15 1 4 9 13 22
"ENST00000242729.7" 0 8 7 2.5 0 13.5
"ENST00000242776.9" 19.4302 37.1108 25.1217 20.58333 30.64675 9.51034
"ENST00000242783.11" 50.2148 29.42973 17.5 28.7842 10.37214 46.91628
"ENST00000242784.5" 90.31979 116.76862 157.49907 18.5015 81.70011 42.81396
"ENST00000242786.6" 16.54545 24.70588 8.53846 26.18182 6.375 31.2
"ENST00000242804.9" 1 0 3 0 0 4
"ENST00000242810.11" 6 17 8 8.5 7.5 0
"ENST00000242827.11" 12.44444 21.89474 34 29 8 11
"ENST00000242848.8" 30.21752 27.44703 16.93541 0 36.26693 38.5
"ENST00000243045.10" 35 55 30.9375 37.925 34 56
"ENST00000243050.5" 46.97098 26.49708 22.07973 65.71587 19.21666 38.70632
"ENST00000243052.8" 11 41.74866 31 18.87117 10 7.74927
"ENST00000243077.8" 170.47218 149.45381 128.48892 208.43851 220.46625 150.83005
"ENST00000243082.4" 0 0.14503 0 0 0 1
"ENST00000243108.5" 2.53622 4 0 0 3 3.10762
"ENST00000243167.9" 13 11 6 6 6 3
"ENST00000243189.12" 5.47383 16.57143 15.9375 1.0896 12.3807 4.23059
"ENST00000243213.2" 0 0 0 0 0 0
"ENST00000243253.8" 24.62772 44.93885 16.28699 66.29685 0 0
"ENST00000243286.7" 84 77 70.37838 33.68421 19 31
"ENST00000243298.3" 4 15 12 6 5 2
"ENST00000243300.14" 1 0 0 1 0 0
"ENST00000243326.9" 5 17 5 12 7 13
"ENST00000243346.10" 10 18 12 6 3 20
"ENST00000243347.5" 15 7 15 3 5 7
"ENST00000243349.13" 7 4 3 1 3 2
"ENST00000243389.8" 8 3 5 4 2 5
"ENST00000243440.2" 1 2 0 1 0 6
"ENST00000243457.4" 2 5 4 7 4 13
"ENST00000243498.10" 15.10066 9.86345 11.37256 4.71429 10.78371 18.647
"ENST00000243501.10" 14 5 11 31 22 25
"ENST00000243563.8" 29 10 19 11 10 18
"ENST00000243578.8" 9 5 1 5 1 0
"ENST00000243639.8" 0 0 1.5 0.5 3 4
"ENST00000243644.9" 3 0 12 3 5 1
"ENST00000243662.11" 0 3 1 0 0 0
"ENST00000243673.7" 3 2 2 5 2 4
"ENST00000243706.8" 2 4.5343 1 2 1.5 0
"ENST00000243776.11" 9.85714 20.68182 10.66667 5.1 4.28571 7.5
"ENST00000243786.3" 1 1 1 0 1 3
"ENST00000243878.9" 26 8.71822 15 13 7.77424 15
"ENST00000243896.6" 1.31567 0 0 0 9.61371 17.12297
"ENST00000243903.6" 4 0 0 0 3 5
"ENST00000243918.10" 43 37.94872 12 28 28.93333 38.97436
"ENST00000243964.7" 15 11.25 0 0 2 1
"ENST00000243997.8" 1779 1149.94102 1081 1805.95373 1149.99504 1375.95724
"ENST00000244007.7" 0 0 0 0 0 0
"ENST00000244020.5" 42.92683 62 72.72973 51.96078 13.92857 35
"ENST00000244040.4" 10 13 12 9 11 13
"ENST00000244043.5" 77 49 43 26 24 27
"ENST00000244050.3" 5 20 9 11 5 6
"ENST00000244051.3" 2 1 5 10 3 6
"ENST00000244061.6" 37 46.875 30 40.09091 43.97258 48.5298
"ENST00000244137.12" 6.13398 1.61364 18.62954 10.08669 12.73777 8.63307
"ENST00000244204.11" 5.69492 13.79608 7.03818 1.35197 0 0
"ENST00000244217.6" 31 19 31 37 9 22
"ENST00000244221.9" 26 6 26 10 29 27
"ENST00000244227.8" 95 69 65.73093 53.46192 95.53419 32
"ENST00000244230.7" 0 0 1.53192 5.88267 0 4.47429
"ENST00000244289.9" 0 0 1 0 2 2
"ENST00000244333.4" 0 2 0 0 3 0
"ENST00000244364.10" 0 0 2.75676 1e-05 2.70165 0
"ENST00000244426.10" 13.83701 13.66666 10.41713 10.09893 23.62221 16.89067
"ENST00000244458.7" 7 17 3.5 4.33333 0 0
"ENST00000244496.6" 7 13 10 4 10 5
"ENST00000244519.7" 7 9 4.8 12 17.27273 3.6
"ENST00000244520.10" 149.94937 93 127.52142 173 63.78247 139.86339
"ENST00000244533.7" 0 2.5 0.5 0 0 1.33333
"ENST00000244565.8" 0 0 1 2 2 4
"ENST00000244571.5" 8 2 5 13 9 5
"ENST00000244576.9" 1 0 0 0 0 0
"ENST00000244669.3" 38 43 44 81 37 36
"ENST00000244670.12" 0 1.28302 0 0 0 0
"ENST00000244709.9" 3 1 13 8 11 5
"ENST00000244711.4" 37.36937 41.13715 13.93302 10.43407 10.41902 11.78818
"ENST00000244728.10" 4.64704 19.83939 9.2201 0 0.99347 7.5342
"ENST00000244741.10" 91.67953 107.17347 99.64 157.57576 153.27778 201.98496
"ENST00000244745.4" 37 25 22 16 16 21
"ENST00000244751.7" 17 7 15 14 12 9
"ENST00000244763.9" 119.33062 164.57312 112.51487 85.01653 76.96835 71.766
"ENST00000244766.7" 59.85263 102.49042 98.35838 40.47861 44.23227 59.76793
"ENST00000244769.8" 0 28 14 20 11 0
"ENST00000244777.6" 0.5 1.33333 0 0 0 0
"ENST00000244815.9" 37.67942 26 26.55263 35 46.42857 26.4733
"ENST00000244869.3" 2 1 3 0 0 0
"ENST00000244926.4" 4 3 3 2 2 0
"ENST00000245046.7" 93.66367 45.85007 39.10915 85.8678 65.86137 102.46426
"ENST00000245105.8" 0 1 0 1 0 0
"ENST00000245185.6" 2396.24759 1445.96916 2856.30769 1706.06407 2122.89088 1747.92089
"ENST00000245206.10" 138 169 178 164 306 142
"ENST00000245222.9" 1.5 1.5 0 0 0 1.5
"ENST00000245304.5" 26 25 20 26 26 16
"ENST00000245407.8" 4 0 10.85573 4.79677 8 1.33333
"ENST00000245414.9" 7 11.85991 5.58138 7 10 4
"ENST00000245451.9" 0 0 0 0 0 0
"ENST00000245457.6" 2 0 1 7 0 3
"ENST00000245458.11" 1494.05945 1738.49964 1224.74746 2496.35766 3678.34768 2053.32309
"ENST00000245479.3" 3 12 4 8 15 8
"ENST00000245539.11" 61.80177 88.81714 92.69842 116.97329 33.88945 66.52005
"ENST00000245543.6" 4 0 2 1 8 5.55556
"ENST00000245544.9" 70.70806 87.72705 109.50038 35.52058 84.59429 57.20869
"ENST00000245551.9" 22.62824 9.8 2.86726 24.04239 25.85768 21.73864
"ENST00000245552.7" 29.20016 21.66403 9.44451 5.82578 9.35075 22.59771
"ENST00000245564.8" 2 4 5.57143 1.5 1.75 7.33333
"ENST00000245615.6" 4.30445 11.18584 4.59233 9.5609 5 2
"ENST00000245663.9" 0 0 0 0 0 0
"ENST00000245680.7" 39 30 21 37.69814 20 30
"ENST00000245787.9" 43.125 9 17.5 18 21 18.33333
"ENST00000245796.11" 0 2 1.5 3 0 0
"ENST00000245812.8" 114.97436 77 78 35.76087 110.96491 76
"ENST00000245816.11" 61 45 95 42 63 25
"ENST00000245817.5" 2 1 0 0 4 0
"ENST00000245838.13" 17.36816 43.72946 30.80375 47.6464 35.93087 19
"ENST00000245857.9" 273.16816 369.62042 269 216.03209 282.73642 269.76085
"ENST00000245865.10" 0 0 0 2.6809 0 0.59388
"ENST00000245907.11" 248.25676 308.19108 113.348 186.01313 261.47659 237.73879
"ENST00000245923.9" 0 4.57866 12 0 5.77431 9.45431
"ENST00000245925.8" 0.33333 0 0 0 2.66667 2.89714
"ENST00000245932.11" 24 12 26 20 20 19
"ENST00000245934.12" 1.95466 1.94923 0 0 5 7.5708
"ENST00000245957.10" 1 8 2 0 2 5
"ENST00000245960.10" 2.6 5.23925 15.33333 4.83115 17.40186 14.66667
"ENST00000246006.5" 10 3 3 7 9 1
"ENST00000246015.8" 8.70198 9.31335 13.09075 9.87877 9.22682 8.46259
"ENST00000246024.7" 22 26 26 36 22 26
"ENST00000246041.6" 1.21429 1 0 3.5625 1.1 0
"ENST00000246043.8" 96.8978 62.48946 44.20294 52.37587 111.33344 68.81508
"ENST00000246069.12" 382.96703 615.26117 546.45614 89.7663 101.76324 69.69565
"ENST00000246070.3" 9 21 15 7 20 24
"ENST00000246071.8" 102.78788 162.49296 61.38889 276.55895 302.75576 161.97248
"ENST00000246080.4" 2 1 0 5 0 0
"ENST00000246112.9" 0 1 0 0 0 0
"ENST00000246115.5" 4 0 0 1 3 1
"ENST00000246117.9" 40 20 35 26 19 17
"ENST00000246151.9" 53.16667 43.88571 26.08696 36.53846 32.08333 43.54839
"ENST00000246163.2" 4 3 11.13697 2 10 1
"ENST00000246166.3" 2 13 4 24 14.16667 4
"ENST00000246174.6" 0 0 0 0 0 0
"ENST00000246186.8" 2 0 9 3 5 5
"ENST00000246190.11" 1 4 6.4 2.66667 9 23.09609
"ENST00000246194.8" 29 32.8 12 12 31 75
"ENST00000246229.5" 0 0 1 0 3 0
"ENST00000246337.9" 1.67336 12.19454 1.5295 1.8118 8.20882 4.29262
"ENST00000246529.4" 2 0 1 3 4 9
"ENST00000246532.6" 2 14 4 2 11 12
"ENST00000246533.8" 6.83848 13.39605 17.81714 39.93257 11.82827 53.7377
"ENST00000246535.4" 24 18 3 2 27.6 3
"ENST00000246548.9" 51 105.0122 47.27273 39.48148 96 66.46809
"ENST00000246551.9" 8 2.94783 1.85243 5 6.45102 21
"ENST00000246672.4" 12 24 27 18 29 12
"ENST00000246747.9" 167.99398 143 171.903 175 246 155.86859
"ENST00000246784.8" 0 0 0 0 0 0
"ENST00000246785.7" 3 13 2 10 20 12
"ENST00000246792.4" 48 56 64 62 78 69
"ENST00000246794.10" 0 0 0 1 0 0
"ENST00000246802.10" 135.75455 142.48819 55.76087 92.69444 111.78641 96.01235
"ENST00000246868.7" 139.56203 41.61762 137.46641 112.16737 204.92079 131.50317
"ENST00000246912.8" 8.47759 5.02046 13.13154 43.05812 63.70275 56.50775
"ENST00000246914.10" 6 0 2 0 3 0
"ENST00000246957.10" 73 22.58245 32.3529 10.92961 62.35481 33
"ENST00000247001.10" 3.75 4 5.42857 0 19 3
"ENST00000247003.9" 8 4.22222 1.31818 6.85714 5.42857 6.66667
"ENST00000247020.9" 90.66055 62.80645 76.04494 77.14286 59.90769 68.60526
"ENST00000247026.10" 75.93044 35.37162 38.3423 95.57745 89.51169 70.09438
"ENST00000247087.10" 7 9 0 0 1.66667 1
"ENST00000247138.11" 0 0 0 0 0 1.16705
"ENST00000247161.7" 0 7 0 1.5 0 0
"ENST00000247178.6" 4.94095 7.9208 3.10964 0 14.98426 3.23318
"ENST00000247191.7" 2 3 1.33333 0 0 1.5
"ENST00000247194.9" 8 23.63636 10 16 2 14.82353
"ENST00000247207.7" 16 14.05371 3.21028 18.27903 5.58737 14
"ENST00000247225.7" 2 6 1 3 5 9
"ENST00000247226.13" 3 16.5 8.5 0 35 0
"ENST00000247270.3" 8 2 7.8 3.9 0 0
"ENST00000247271.5" 11 14 6 6 1 1.5
"ENST00000247291.8" 0 9 0 0 14 0
"ENST00000247295.4" 7 0 0 0 0 3
"ENST00000247461.9" 1e-05 38.79062 23.87354 0 10.20516 7.81893
"ENST00000247470.10" 17 16 19 25 14 28
"ENST00000247655.4" 1253.99665 1657.71227 2021.99749 2260 2776.72759 3480.99879
"ENST00000247665.12" 223.51296 179.7329 92.32909 106.62843 180.53578 128.61202
"ENST00000247668.7" 5 2 0 12 2 2
"ENST00000247706.4" 2 9 3 11 6 4
"ENST00000247829.8" 14 10 33 17 2 2
"ENST00000247833.12" 22.5 38 21.5 35 100.63701 14.5
"ENST00000247843.7" 24 20 25 22 9 29
"ENST00000247866.9" 925.60618 731.61911 1034.10531 489.56117 344.74826 549.50842
"ENST00000247881.4" 2 0 0 0 1 0
"ENST00000247930.5" 5 0 0 0 0 2
"ENST00000247956.11" 4 1 0 7.8 1.5 2
"ENST00000247970.9" 54.13156 31.93706 33.41908 65.48009 35.33133 61.01648
"ENST00000247977.9" 7.5 4.5 3.50515 7.62295 12.82409 5.59369
"ENST00000248054.10" 1.87061 4.88861 0 0 0 0
"ENST00000248070.10" 4.99647 3.28891 3.77191 5.88322 6.65561 2.72945
"ENST00000248071.6" 10 8 5 5 1 3
"ENST00000248076.4" 1 1 3 5 2 0
"ENST00000248089.8" 97.32533 29.54753 16.77969 16.77933 11.41056 38.20747
"ENST00000248098.8" 7 14 15.83333 29 8 22
"ENST00000248104.11" 0 1 2.42005 0.5 0.82857 1.62351
"ENST00000248114.7" 1.69921 1.36275 5.92041 9.08135 2.97856 4
"ENST00000248121.7" 4 14 9 14 31 13
"ENST00000248139.8" 1.50552 2.30395 8.10442 1 2 9
"ENST00000248150.5" 6 7 5 4 1 14
"ENST00000248211.11" 0 0 1 0 3 1
"ENST00000248244.6" 1 4 2 6 4 4
"ENST00000248248.8" 6 9 4 5 7 14
"ENST00000248306.8" 6 1 2 2 1 12
"ENST00000248342.9" 302.25465 299.36483 517.45627 364.34163 358.81818 357.56794
"ENST00000248378.6" 27.5 16.875 62.43243 114.91071 76.7625 84.86207
"ENST00000248437.9" 135 119 115.71429 55.71429 68.66667 79
"ENST00000248450.9" 0 0 0 0 0 0
"ENST00000248451.7" 294 207 270.94582 3 9 1
"ENST00000248484.9" 4 0 1.5 8 1 0
"ENST00000248564.6" 72 31 77 50 97 67
"ENST00000248566.4" 510.64016 263.7505 185.82046 246.73913 314.9208 129
"ENST00000248594.11" 22 26 18 9 32.2 10
"ENST00000248598.6" 20 4 3 4 3 11
"ENST00000248600.5" 7.30859 20 19.41319 20 1.21336 24
"ENST00000248633.9" 2 0 1 6.85714 3 1
"ENST00000248668.5" 0 0 0 0 0 1
"ENST00000248701.8" 1 0 2 1 0 1
"ENST00000248706.5" 1 2 3 9 2 4
"ENST00000248846.10" 0 0 0 0 2.58988 0.66667
"ENST00000248879.8" 40 32 26 23 44 49
"ENST00000248899.11" 4.5 2.66667 0.5 0 3 0
"ENST00000248901.11" 0 0 0 1 1.33333 1
"ENST00000248924.11" 5.83333 22.8 10 7 15 14.38462
"ENST00000248929.14" 19.49407 8 3 22.83011 2 4.68543
"ENST00000248933.11" 2 0 1 7 0 0
"ENST00000248958.5" 147 99 146 58 144 71
"ENST00000248975.6" 29.03918 15.58065 35.41379 5.5 3.75 0
"ENST00000249005.3" 6.55982 4.53338 1.59742 9 10.71961 1.58835
"ENST00000249014.5" 25 17 9 7 9 15
"ENST00000249016.5" 0 3 1 8 3 3
"ENST00000249042.8" 22.23804 6.8964 12.64955 11.92217 23.34848 31.0352
"ENST00000249064.9" 11.2 3.5 5 6 2.5 6.5
"ENST00000249066.10" 24.15426 19.58419 10.5506 1.50421 3.00066 9.01496
"ENST00000249071.11" 28 49 8 18 16 17
"ENST00000249075.4" 2 4 7 4 13 13
